Name,Aura,CL,Slot,Price,Weight,Description,Requirements,Cost,Group,Source,AuraStrength,WeightValue,PriceValue,CostValue,Languages,BaseItem,id
Radiant Tattoo,faint evocation,5,none,"1,500 gp",-,"This tattoo typically takes the form of a colorful sunburst. The bearer can activate the tattoo with a command word, causing it to flare brilliantly. A single, adjacent foe is blinded for 1d4 rounds. If it succeeds at a DC 15 Reflex save, it is dazzled for 1d4 rounds instead. If the target has light blindness, light sensitivity, or is otherwise vulnerable  to bright light, it is instead blinded for 2d4 rounds or dazzled for 2d4 rounds on a successful save. If the bearer activates the tattoo while more than one foe is adjacent, she may choose which foe is affected. The tattoo vanishes once it has been activated.","Inscribe Magical Tattoo (Inner Sea Magic 16), daylight",750 gp,Magical Tattoo,Dirty Tactics Toolbox,faint,0,1500,750,,,3942
Viper Tattoo,faint conjuration,5,none,"18,000 gp",-,"This tattoo typically takes the form of a coiled snake, and once per day the bearer can activate it as a standard action. A viper tattoo must be visible to the bearer and must be touched as part of its activation. The tattoo is not normally placed on the head, neck, or back as a result, since most creatures would require mirrors to activate them.  When activated, the snake tattoo animates and becomes a viper (Pathfinder RPG Bestiary 133). It appears in the bearer's space and acts immediately, on the bearer's turn, and obeys the bearer's spoken commands for up to 5 rounds.  The viper uses the bearer's base attack bonus when it attacks, and the DC to resist and cure its poison is equal to 10 + the 1/2 bearer's level + the bearer's Constitution modifier. If the bearer has a class feature or an ability that grants it precision damage (such as sneak attack), the viper's attack deals 1 additional point of damage per die of that precision damage.  At the end of the 5 rounds, the viper vanishes and reverts to its tattoo form. If the viper is killed, the tattoo vanishes. As a swift action, the bearer can command the viper to withdraw from an opponent, and in this case, the viper returns to its tattoo form once it reaches the bearer's space.","Inscribe Magical Tattoo (Inner Sea Magic 16), summon nature's ally I","9,000 gp",Magical Tattoo,Dirty Tactics Toolbox,faint,0,18000,9000,,,3943
Weapon Tattoo,faint conjuration,5,none,"10,000 gp",-,"This tattoo can store one weapon, sized for the bearer of the tattoo. When no weapon is stored, the tattoo takes the form of an empty sword sheath. When a weapon is stored within the tattoo, it takes the form of the weapon so stored. Storing a weapon in the tattoo is a full-round action, but removing a weapon from the tattoo is only a swift action. This tattoo can only be put on one of the bearer's arms (preventing the other arm from receiving another tattoo), and the weapon automatically appears in the hand of the arm it is tattooed upon. If that hand is not free, the weapon cannot be summoned. If the bearer is tightly constrained in an area too small for the weapon to appear without damaging something, the weapon cannot be summoned. If the tattoo is destroyed while a weapon is in it, the weapon falls to the ground in a random space adjacent to the bearer of the tattoo.","Inscribe Magical Tattoo (Inner Sea Magic 16), disguise weaponACG","5,000 gp",Magical Tattoo,Dirty Tactics Toolbox,faint,0,10000,5000,,,3944
Watchtower Tattoo,moderate abjuration,8,-,"9,500 gp",-,"A watchtower tattoo must be applied to the back of a hand. Once applied, it provides a +4 resistance bonus against the spells and spell-like abilities of daemons, and the bearer cannot be possessed by daemons using magic jar or similar effects.  Daemons immediately recognize any bearer of this tattoo as an enemy, even if the mark is covered or disguised. This revulsion may trigger strange reactions in daemonic magic or artifacts.","Inscribe Magical Tattoo, protection from evil","4,750 gp",Magical Tattoo,Feast Of Dust,moderate,0,9500,4750,,,4181
Sihedron Brand (endurance),faint abjuration and transmutation [evil],3,none,"4,827 gp",-,"This dark image of the Sihedron rune appears to writhe beneath the surface of the skin on which it is inscribed, as though a worm were crawling under the skin.  A character marked with this arcane tattoo receives a +2 profane bonus on Fortitude saves. Once per day, the character may activate the tattoo to receive a number of temporary hit points equal to twice her character level. If the PCs displays the arcane tattoo, she gains a +4 circumstance bonus on Bluff and Diplomacy checks against worshippers of Lissala.","Inscribe Magic TattooISM, bear's endurance, resistance, creator must be a cleric of Lissala","2,414 gp",Magical Tattoo,PFS S4-08,faint,0,4827,2414,,,4210
Sihedron Brand (service) +1,moderate conjuration [evil],6,none,"10,000 gp",-,"This dark image of the Sihedron surrounded by arcane runes seems to move, like water trapped beneath two panes of glass. When gained, the brand melds with the largest existing tattoo on your body (or the one with the highest caster level if you have other magical tattoos), otherwise it moves every 1d4 days to a randomly determined location elsewhere on your body.  A character marked with the lesser version of this arcane tattoo receives a +2 profane bonus on attack and damage rolls against creatures brought to the Material Plane via a conjuration (summoning) effect, and gains a +2 profane bonus to AC against attacks from such creatures. Lesser versions of this mark exist, which grant +1 profane bonuses on attack and damage rolls and to AC against summoned creatures instead.","Inscribe Magic TattooISM, summon monster I","5,000 gp",Magical Tattoo,PFS S4-20,moderate,0,10000,5000,,,4214
Sihedron Brand (service) +2,moderate conjuration [evil],6,none,"17,500 gp",-,"This dark image of the Sihedron surrounded by arcane runes seems to move, like water trapped beneath two panes of glass. When gained, the brand melds with the largest existing tattoo on your body (or the one with the highest caster level if you have other magical tattoos), otherwise it moves every 1d4 days to a randomly determined location elsewhere on your body.  A character marked with the lesser version of this arcane tattoo receives a +2 profane bonus on attack and damage rolls against creatures brought to the Material Plane via a conjuration (summoning) effect, and gains a +2 profane bonus to AC against attacks from such creatures. Lesser versions of this mark exist, which grant +1 profane bonuses on attack and damage rolls and to AC against summoned creatures instead.","Inscribe Magic TattooISM, summon monster I","8,750 gp",Magical Tattoo,PFS S4-20,moderate,0,17500,8750,,,4215
Mesmerizing Tattoo,faint enchantment,5,none,"10,800 gp",-,"This shadowy tattoo is drawn in a spiraling pattern down one of the bearer's arms. If the tattoo is visible, the wearer gains a +2 circumstance bonus on Diplomacy checks.  Whenever the bearer uses the hypnotism occult skill unlockOA, casts an enchantment spell that targets a single creature, or uses the hypnotic stareOA class feature, her target takes a -1 penalty on Will saving throws for the ability's duration and the DC to affect the target with the hypnotism occult skill unlock is reduced by 1. This is a mind-affecting effect.","Inscribe Magical Tattoo (Pathfinder Campaign Setting: Inner Sea Magic 16), suggestion","5,400 gp",Magical Tattoo,Blood Of Shadows,faint,0,10800,5400,,,4221
Penumbra Tattoo,faint evocation,3,none,"24,000 gp",-,"This ritualistic scar is infused with shadowstuff that shifts and writhes within the bearer's skin. Whenever the bearer is exposed to illumination brighter than dim light, the tattoo emits a vapor, shrouding the bearer in a dusky haze that provides the benefits of protective penumbraUM.","Inscribe Magical Tattoo (Inner Sea Magic 16), protective penumbraUM","12,000 gp",Magical Tattoo,Blood Of Shadows,faint,0,24000,12000,,,4222
Swirling Smoke Tattoo,faint enchantment,5,none,"12,500 gp",-,"This simple tattoo emits a constant haze of odorless, shadowy smoke around the limbs of its bearer that she can animate with a thought, hiding herself behind a screen of smoke. If the tattoo is visible when the bearer is hit by a melee or ranged attack or when the bearer fails a Reflex save, the wearer can activate the tattoo to shroud herself in mist as an immediate action. This imposes a 20% miss chance on attacks made against the bearer. On a failed Reflex save, it grants the ability to reroll the Reflex save and gain a +4 bonus. The bearer can use this ability three times per day.","Inscribe Magical Tattoo (Inner Sea Magic 16), blur","6,250 gp",Magical Tattoo,Blood Of Shadows,faint,0,12500,6250,,,4223
