Name,Aura,CL,Slot,Price,Weight,Description,Requirements,Cost,Group,Source,AuraStrength,WeightValue,PriceValue,CostValue,Languages,BaseItem,id
"Giant-Hide Armor, Stone",strong transmutation,15,armor,"54,165 gp",25 lbs.,"This drooping, many-folded suit of +3 hide armor is made from the tanned skin of an actual giant. Once per day on command, the wearer can grow to match the size of the appropriate giant, as if using giant form I (ogre, troll, hill giant, stone giant, fire giant, or frost giant) or giant form II (cloud giant or storm giant). This transformation lasts up to 15 minutes, and ends when the wearer commands. Most good folk consider wearing the skins of intelligent creatures to be abhorrent. Giants gain a +2 morale bonus on attack and damage rolls against the wearer, or +4 if the wearer's armor is made from the same kind of giant as the attacker.","Craft Magic Arms and Armor, giant form I","27,165 gp",Armor,APG,strong,25,54165,27165,,+3 hide armor,681
"Giant-Hide Armor, Fire",strong transmutation,15,armor,"54,165 gp",25 lbs.,"This drooping, many-folded suit of +3 hide armor is made from the tanned skin of an actual giant. Once per day on command, the wearer can grow to match the size of the appropriate giant, as if using giant form I (ogre, troll, hill giant, stone giant, fire giant, or frost giant) or giant form II (cloud giant or storm giant). This transformation lasts up to 15 minutes, and ends when the wearer commands. Most good folk consider wearing the skins of intelligent creatures to be abhorrent. Giants gain a +2 morale bonus on attack and damage rolls against the wearer, or +4 if the wearer's armor is made from the same kind of giant as the attacker.","Craft Magic Arms and Armor, giant form I","27,165 gp",Armor,APG,strong,25,54165,27165,,+3 hide armor,682
"Giant-Hide Armor, Frost",strong transmutation,15,armor,"54,165 gp",25 lbs.,"This drooping, many-folded suit of +3 hide armor is made from the tanned skin of an actual giant. Once per day on command, the wearer can grow to match the size of the appropriate giant, as if using giant form I (ogre, troll, hill giant, stone giant, fire giant, or frost giant) or giant form II (cloud giant or storm giant). This transformation lasts up to 15 minutes, and ends when the wearer commands. Most good folk consider wearing the skins of intelligent creatures to be abhorrent. Giants gain a +2 morale bonus on attack and damage rolls against the wearer, or +4 if the wearer's armor is made from the same kind of giant as the attacker.","Craft Magic Arms and Armor, giant form I","27,165 gp",Armor,APG,strong,25,54165,27165,,+3 hide armor,683
"Giant-Hide Armor, Cloud",strong transmutation,15,armor,"69,165 gp",25 lbs.,"This drooping, many-folded suit of +3 hide armor is made from the tanned skin of an actual giant. Once per day on command, the wearer can grow to match the size of the appropriate giant, as if using giant form I (ogre, troll, hill giant, stone giant, fire giant, or frost giant) or giant form II (cloud giant or storm giant). This transformation lasts up to 15 minutes, and ends when the wearer commands. Most good folk consider wearing the skins of intelligent creatures to be abhorrent. Giants gain a +2 morale bonus on attack and damage rolls against the wearer, or +4 if the wearer's armor is made from the same kind of giant as the attacker.","Craft Magic Arms and Armor, giant form II","34,665 gp",Armor,APG,strong,25,69165,34665,,+3 hide armor,684
"Giant-Hide Armor, Storm",strong transmutation,15,armor,"76,665 gp",25 lbs.,"This drooping, many-folded suit of +3 hide armor is made from the tanned skin of an actual giant. Once per day on command, the wearer can grow to match the size of the appropriate giant, as if using giant form I (ogre, troll, hill giant, stone giant, fire giant, or frost giant) or giant form II (cloud giant or storm giant). This transformation lasts up to 15 minutes, and ends when the wearer commands. Most good folk consider wearing the skins of intelligent creatures to be abhorrent. Giants gain a +2 morale bonus on attack and damage rolls against the wearer, or +4 if the wearer's armor is made from the same kind of giant as the attacker.","Craft Magic Arms and Armor, giant form II","38,415 gp",Armor,APG,strong,25,76665,38415,,+3 hide armor,685
Snakescale Armor,faint illusion,5,armor,"8,900 gp",20 lbs.,"This +1 scale mail is made from hardened, reinforced snakeskin scales. The armor has an arcane spell failure chance of 15%, a maximum Dexterity bonus of +5, and a -2 armor check penalty. It also grants its wearer a +5 competence bonus on Climb and Stealth checks. Snakescale armor is considered light armor.","Craft Magic Arms and Armor, invisibility, silence, spider climb","4,450 gp",Armor,AP 42,faint,20,8900,4450,,+1 scale mail,900
Ghost Mirror Armor,strong abjuration and transmutation,15,armor,"22,675 gp",45 lbs.,"Crafted by Uqtaal spirit-shamans, this ancient +1 ghost touch four-mirror armor (Pathfinder RPG Ultimate Combat 128, or use breastplate) consists of four polished steel plates harnessed together with leather shoulder straps. Two round plates protect the wearer's front and back, while two smaller rectangular plates cover the sides of the torso.  The wearer of ghost mirror armor can cast deathwatch (caster level 1st) three times per day. In addition, when the wearer is attacked by an incorporeal undead creature, the armor automatically casts protection from evil on the wearer as an immediate action up to once per day.","Craft Magic Arms and Armor, deathwatch, etherealness, protection from evil","11,435 gp",Armor,AP 51,strong,45,22675,11435,,+1 ghost touch four-mirror armor,1004
Do-Maru of Broken Flesh,moderate evocation,9,armor,"20,550 gp",30 lbs.,"Once per day as a standard action, the wearer of this +2 do-maru armor (Pathfinder RPG Ultimate Combat 128) can activate the armor to heal 4d8+9 points of damage and end any and all of the following conditions affecting the wearer: ability damage, blinded, confused, dazzled, deafened, diseased, exhausted, fatigued, nauseated, poisoned, and sickened. In addition, this effect functions as break enchantment upon a single additional effect of the wearer's choice that is affecting the wearer and that can be legally affected by this effect.  Such healing, however, comes at a cost. The do-maru of broken flesh creates vivid, ugly scars on the wearer, who takes 1d4 points of Charisma damage each time this ability is used.  Do-maru is medium armor that provides a +5 armor bonus. The armor has an arcane spell failure chance of 25%, a maximum Dexterity bonus of +4, and an armor check penalty of -4. Do-maru costs 200 gp and weighs 30 lbs.","Craft Magic Arms and Armor, cleanse (Advanced Player's Guide 211)","10,450 gp",Armor,AP 52,moderate,30,20550,10450,,+2 do-maru armor,1011
Armor of the Tireless Warrior,moderate necromancy,9,armor,"25,900 gp",15 lbs.,"Crafted by shamans of the Yumogu tribe for their mightiest chieftains, this undecorated +3 leather armor is made from strips of boiled horsehide. While her enemies tire around her, the wearer of this armor can keep fighting. If the wearer is a barbarian, the armor of the tireless warrior allows her to rage for 2 additional rounds per day. Once per day on command, the wearer can cause her enemies to become fatigued, as per the waves of fatigue spell. In addition, once per day, the wearer can draw upon the armor's strength to banish her own weariness. For 10 minutes, the wearer takes no penalties from the fatigued or exhausted conditions. This effect is merely an illusion, however, and when it ends, the wearer takes 1d6 points of nonlethal damage and the condition or conditions return.","Craft Magic Arms and Armor, invigorate (Pathfinder RPG Advanced Player's Guide 230), rage, waves of fatigue","13,030 gp",Armor,AP 53,moderate,15,25900,13030,,+3 leather armor,1033
O-Yoroi of Imperial Rule,strong evocation,13,armor,"68,400 gp",45 lbs.,"This distinctive +4 adamantine glamered o-yoroi (Ultimate Combat 128) was designed for scions of Minkai's imperial families and their highest-ranking and most loyal samurai, providing its wearer with DR 3/-. In addition, the armor stores the kinetic energy from blows made against it. Once the armor has negated 15 total points of damage, the wearer can release the stored energy as a swift action against a single creature within 10 feet. This energy takes the form of a force effect, and the wearer must make an attack roll at his base attack bonus +10. The energy deals 15 points of force damage to the target, and the target must make a DC 22 Fortitude save or be stunned for 1 round. If the wearer chooses not to release this energy, the armor still provides damage reduction but absorbs no more energy until the stored energy is released.","Craft Magic Arms and Armor, clenched fist, disguise self","42,550 gp",Armor,AP 54,strong,45,68400,42550,,+4 adamantine glamered o-yoroi,1042
Snailplate,strong abjuration,14,armor,"36,000 gp",30 lbs.,"This breastplate made from the shell of a flail snail functions as a +1 reflecting breastplate (even though that shield property cannot normally be added to armor).  Once per day, the wearer can cause a spell targeted at him to reflect back at the caster, exactly like spell turning.  At the GM's discretion, the wearer can instead expend this one use per day to roll on the flail snail's chart, randomly warping the spell in question.","Craft Magic Arms and Armor, spell turning, one flail snail shell","18,000 gp",Armor,Misfit Monsters Redeemed,strong,30,36000,18000,,+1 reflecting breastplate,1063
Abrogalian Corset,moderate enchantment,9,armor,"17,175 gp",10 lbs.,"Devised by Her Infernal Majestrix, Abrogail I, this +3 studded leather armor is lavishly adorned with a bound swarm of hellwasps. Once ranking among the most spectacular pieces of clothing in Cheliax, the discomfort caused by during the creation of this corset is as legendary as the protection it offers.  The wasps bound to the corset prevent the first 20 points of damage you take each day (resetting at midnight). Once the wasps have prevented 20 points of damage for the day, they angrily animate and swarm around you, and you must make a DC 18 Fortitude save or be nauseated for 1 round.  After 1 round of activity, the swarm then returns to the corset and goes dormant, and this ability to prevent damage does not function until it recovers at midnight.  The swarm cannot be targeted separately from the armor and cannot be killed unless the armor is destroyed (not just broken).","Craft Magic Arms and Armor, lesser planar ally, summon swarm, caster level 9th","8,675 gp",Armor,Cheliax Empire Of Devils,moderate,10,17175,8675,,+3 studded leather armor,1064
Eel Skin Armor,moderate evocation,6,armor,"33,810 gp",15 lbs.,"This red +2 slick electricity resistance leather armor is crafted from the skin of the crimson hagfish, more commonly known as the Shackles slime eel. The armor exudes a slippery slime that grants its wearer a +5 competence bonus on Escape Artist and Swim checks. In addition, as a standard action once per day, the wearer can form an aura of electricity around himself that persists for 5 rounds. Creatures adjacent to the wearer when this power is activated and at the start of the wearer's turn take 2d6 points of electricity damage and are staggered for 1 round. A successful DC 14 Reflex save halves the damage and negates the staggering effect. The aura persists for 5 rounds.","Craft Magic Arms and Armor, elemental aura (Pathfinder RPG Advanced Player's Guide 218), grease, resist energy","16,985 gp",Armor,AP 58,moderate,15,33810,16985,,+2 slick electricity resistance leather armor,1180
Howling Skull Armor,moderate necromancy,7,armor,"20,375 gp",20 lbs.,"This suit of +3 studded leather armor is decorated with metal skulls. Once per day as a standard action, the wearer can command the skulls to unleash a cacophonous chorus of howls, causing all creatures within a 30-foot spread to make a DC 16 Will save to avoid becoming frightened for 1d4 rounds. The wearer can choose up to three targets (plus himself) in the area of effect to be exempt from the effect. The wearer of a suit of howling skull armor gains a +4 bonus on all saving throws against fear effects. Each time the wearer of howling skull armor succeeds at a saving throw against a fear effect created by someone other than himself, he gains a +2 bonus on Will saves for 1 round.","Craft Magic Arms and Armor, fear","10,275 gp",Armor,AP 59,moderate,20,20375,10275,,+3 studded leather armor,1187
Armor Of Insults,moderate enchantment,7,armor,"16,175 gp",20 lbs.,"Each metal bit of this suit of +1 studded leather looks more like a tiny sneering face than a simple stud. Once per day the wearer of the armor may command the mouths to unleash a torrent of verbal abuse directed against every hostile creature within 60 feet who can see and hear the wearer. Each such creature must make a DC 16 Will saving throw to avoid suffering an overwhelming compulsion to attack the wearer for the next 7 rounds. If the creature is unable to attack the wearer on its next turn, or attacking the wearer would put the creature at risk (moving through a threatened square, charging into a pit, and so on) it can act normally that turn. This is a mind-affecting sonic effect, and has no effect on creatures that do not use a spoken language.","Craft Magic Arms and Armor, confusion","7,675 gp",Armor,Ultimate Equipment,moderate,20,16175,7675,,,1243
Banded Mail Of Luck,strong enchantment,12,armor,"18,900 gp",35 lbs.,"Ten 100-gp gems adorn this +3 banded mail. Once per week, the armor allows its wearer to require that an attack roll made against him be rerolled. He must take whatever consequences come from the second roll. The wearer's player must decide whether to have the attack roll rerolled before damage is rolled.","Craft Magic Arms and Armor, bless","9,650 gp",Armor,Ultimate Equipment,strong,35,18900,9650,,+3 banded mail,1245
Boneless Leather,faint transmutation,3,armor,"12,160 gp",15 lbs.,"This suit of +1 leather gives its wearer the ability to twist and contort her body in virtually any direction. She gains a +5 bonus on Escape Artist checks, a +5 bonus on Acrobatics checks to reduce damage from falls, a +5 bonus to CMD, and DR 5/piercing or slashing.","Craft Magic Arms and Armor, alter self, creator must have 5 ranks in Acrobatics and Escape Artist","6,160 gp",Armor,Ultimate Equipment,faint,15,12160,6160,,+1 leather,1246
Breastplate Of Command,strong enchantment,15,armor,"25,400 gp",30 lbs.,"This +2 breastplate typically bears the image of a rampant grizzly bear or other impressive predator. It bestows a commanding aura upon its wearer. The wearer gains a +2 competence bonus on all Charisma checks, including Charisma-based skill checks. The wearer also gains a +2 competence bonus to his Leadership score. Friendly troops within 360 feet of the user become braver than normal, gaining a +2 resistance bonus on saving throws against fear. Since the effect arises in great part from the distinctiveness of the armor, it does not function if the wearer hides or conceals herself in any way.","Craft Magic Arms and Armor, mass charm monster","12,875 gp",Armor,Ultimate Equipment,strong,30,25400,12875,,+2 breastplate,1247
Breastplate Of Vanishing,faint conjuration,5,armor,"15,200 gp",15 lbs.,"This battered +1 mithral breastplate bears a resemblance to a stylized turtle shell. On command, its wearer can vanish inside the armor, leaving the breastplate behind while she stays safely hidden in an extradimensional space. This space is barely large enough for the wearer to sit comfortably, but does provides breathable air and light to see by. The wearer cannot perceive the environs around the armor while inside. A second command word returns the wearer to the armor's location, wearing the armor. If the wearer can't return to the space the armor is in, she is instead shunted to the nearest empty space that can contain her, but no longer wearing the armor.  If the breastplate is destroyed, the wearer immediately returns to the square the armor was in when it was destroyed. Successfully dispelling the armor likewise returns the wearer, though in this case still wearing the armor.","Craft Magic Arms and Armor, rope trick","9,700 gp",Armor,Ultimate Equipment,faint,15,15200,9700,,+1 mithral breastplate,1248
Buccaneer's Breastplate,moderate transmutation,9,armor,"23,850 gp",30 lbs.,"This +1 breastplate is made of shining amber metal and decorated with faint motifs of the waves and water. It allows the wearer to continually utilize the effects of the spell water walk. If a creature puts on the armor while underwater, the wearer is borne toward the surface at a rate of 60 feet per round.","Craft Magic Arms and Armor, water walk","12,100 gp",Armor,Ultimate Equipment,moderate,30,23850,12100,,+1 breastplate,1249
Catskin Leather,strong transmutation,13,armor,"18,910 gp",15 lbs.,"Rather than the hide of a cat, this extremely supple suit of jet-black +1 shadow leather armor grants a portion of the grace and fortune of a feline. It has no armor check penalty or maximum Dexterity bonus. The wearer receives a +5 competence bonus on Acrobatics checks and takes only half normal damage from falling. When the wearer's hit points would be reduced to a negative amount equal to her Constitution score from an attack or spell, the armor falls to pieces and is destroyed, and the wearer takes only half damage from the attack or spell.","Craft Magic Arms and Armor, cat's grace, feather fall, and limited wish, wish, or miracle","9,535 gp",Armor,Ultimate Equipment,strong,15,18910,9535,,+1 shadow leather armor,1250
Celestial Armor,faint transmutation [good],5,armor,"22,400 gp",20 lbs.,"This +3 chainmail is so fine and light that it can be worn under normal clothing without betraying its presence. It has a maximum Dexterity bonus of +8, an armor check penalty of -2, and an arcane spell failure chance of 15%. It is considered light armor and allows the wearer to use fly on command (as the spell) once per day.","Craft Magic Arms and Armor, fly, creator must be good","11,350 gp",Armor,Ultimate Equipment,faint,20,22400,11350,,+3 chainmail,1251
Daystar Half-plate,strong evocation,15,armor,"81,250 gp",50 lbs.,"This glowing +1 half-plate is decorated with various images of the sun and depictions of nature. At will, the wearer can command the armor to shine with a daylight spell for 10 minutes. Once per day, the wearer can command it to shine as per the sunburst spell. The sunburst is centered on the wearer and the wearer is immune to its effects.","Craft Magic Arms and Armor, daylight, sunburst","41,000 gp",Armor,Ultimate Equipment,strong,50,81250,41000,,+1 half-plate,1252
Demon Armor,strong necromancy [evil],13,armor,"52,260 gp",50 lbs.,"This plate armor is fashioned to make the wearer appear to be a demon. Glowing red energy emanates from sigils engraved on the armor's key plates and joints, and the runes intermittently surge with fiendish power. This +4 full plate allows the wearer to make claw attacks that deal 1d10 points of damage, strike as +1 weapons, and afflict the target as if she had been struck by a contagion spell (Fortitude DC 14 negates). Use of contagion requires a normal melee attack with the claws. The ""claws"" are built into the armor's vambraces and gauntlets, and cannot be disarmed.  A suit of demon armor is infused with evil, and as a result it bestows one negative level on any nonevil creature wearing it. This negative level persists as long as the armor is worn and disappears when the armor is removed. The negative level cannot be overcome in any way (including restoration spells) while the armor is worn.","Craft Magic Arms and Armor, contagion","26,955 gp",Armor,Ultimate Equipment,strong,50,52260,26955,,+4 full plate,1253
Enchanted Eelskin,faint transmutation,5,armor,"11,160 gp",15 lbs.,"This +1 slick leather armor is made of shining, slippery eelskin that allows the wearer to move with deadly grace and sudden swiftness, especially underwater. When immersed in water, enchanted eelskin gains the shadow property and grants the wearer a swim speed of 30 feet and the ability to breathe water. In addition, during a surprise round the wearer can act as if she had a full round of actions, rather than a single standard action, as long as those actions do not require leaving the water. If she does leave the water, her surprise round turn immediately ends.","Craft Magic Arms and Armor, grease, invisibility, touch of the sea (Advanced Player's Guide)","5,660 gp",Armor,Ultimate Equipment,faint,15,11160,5660,,+1 slick leather armor,1254
Equestrian Plate,moderate transmutation,9,armor,"10,650 gp",varies,"Shined to a mirror finish, this suit of +2 full plate is decorated with gold inlay. As a move action when the wearer is mounted, the plates of the armor expand and reposition to protect the wearer's mount. In this form, the armor becomes a suit of +2 banded mail for the wearer and a suit of +1 banded mail barding worn by the mount. A second move action merges it back into +2 full plate. Equestrian plate cannot transform and protect a mount more than one size larger than its wearer or a creature that cannot wear barding. It can create exotic barding, however, such as for a griffon or dragon.  If extra enhancements or spells are placed upon equestrian plate in full plate form, they affect only the wearer's armor when the suit is split. Effects on the barding are suppressed when it is merged into the armor. If either suit of armor is broken while separated, the other half immediately gains the broken condition as well. Destroying one suit destroys the other as well.  Full plate 50 lbs. Banded mail 35 lbs. Barding 70 lbs.","Craft Magic Arms and Armor, fabricate","6,150 gp",Armor,Ultimate Equipment,moderate,0,10650,6150,,+2 full plate|+2 banded mail|+1 banded mail barding,1255
Folding Plate,moderate conjuration,10,armor,"12,650 gp",50 lbs.,"This item normally looks like a heavy steel brooch or cloak clasp, often depicting a heavy helm or sturdy shield. On command, the brooch transforms in a clatter of metallic plates and panels to instantly cover the wearer in a complete suit of +1 full plate, with the design of the brooch displayed on the armor's breastplate. The same command word causes the armor to transform into the brooch. The brooch only transforms if the wearer's armor slot is unoccupied, thus it won't work if the wearer is already armored. The brooch associated with this armor weighs less than a pound and occupies the neck slot when in this form.","Craft Magic Arms and Armor, instant summons","7,650 gp",Armor,Ultimate Equipment,moderate,50,12650,7650,,+1 full plate,1256
Forsaken Banded Mail,moderate evocation,11,armor,"25,400 gp",35 lbs.,"A massive skull adorns the chest piece of this suit of +1 banded mail, and smaller gilted images of defaced holy symbols cover the other parts of the armor. The wearer of the armor cannot cast divine spells or use any spell-like supernatural ability gained from a connection to a deity. The wearer gains SR 19 against any divine-origin spell, spell-like ability, or supernatural ability (such as a domain granted power or ability from an outsider serving a deity), and treats the armor's enhancement bonus as +2 higher against creatures with these abilities.","Craft Magic Arms and Armor, creator cannot be a divine spellcaster","12,900 gp",Armor,Ultimate Equipment,moderate,35,25400,12900,,+1 banded mail,1257
"Giant-hide Armor, Ogre",strong transmutation,15,armor,"39,165 gp",25 lbs.,"This drooping, many-folded suit of +3 hide armor is made from the tanned skin of an actual giant. Once per day on command, the wearer can grow to match the size of the appropriate giant, as if using giant form I (ogre, hill giant, stone giant, fire giant, frost giant, or troll) or giant form II (cloud giant or storm giant). This transformation lasts up to 15 minutes, and ends when the wearer commands.  Most good folk consider wearing the skins of intelligent creatures to be abhorrent. Giants gain a +2 morale bonus on attack and damage rolls against the wearer, or +4 if the wearer's armor is made from the same kind of giant as the attacker.","Craft Magic Arms and Armor, giant form I","19,660 gp",Armor,Ultimate Equipment,strong,25,39165,19660,,+3 hide armor,1258
"Giant-hide Armor, Hill Giant",strong transmutation,15,armor,"46,665 gp",25 lbs.,"This drooping, many-folded suit of +3 hide armor is made from the tanned skin of an actual giant. Once per day on command, the wearer can grow to match the size of the appropriate giant, as if using giant form I (ogre, hill giant, stone giant, fire giant, frost giant, or troll) or giant form II (cloud giant or storm giant). This transformation lasts up to 15 minutes, and ends when the wearer commands.  Most good folk consider wearing the skins of intelligent creatures to be abhorrent. Giants gain a +2 morale bonus on attack and damage rolls against the wearer, or +4 if the wearer's armor is made from the same kind of giant as the attacker.","Craft Magic Arms and Armor, giant form I","23,415 gp",Armor,Ultimate Equipment,strong,25,46665,23415,,+3 hide armor,1259
"Giant-hide Armor, Stone Giant",strong transmutation,15,armor,"54,165 gp",25 lbs.,"This drooping, many-folded suit of +3 hide armor is made from the tanned skin of an actual giant. Once per day on command, the wearer can grow to match the size of the appropriate giant, as if using giant form I (ogre, hill giant, stone giant, fire giant, frost giant, or troll) or giant form II (cloud giant or storm giant). This transformation lasts up to 15 minutes, and ends when the wearer commands.  Most good folk consider wearing the skins of intelligent creatures to be abhorrent. Giants gain a +2 morale bonus on attack and damage rolls against the wearer, or +4 if the wearer's armor is made from the same kind of giant as the attacker.","Craft Magic Arms and Armor, giant form I","27,165 gp",Armor,Ultimate Equipment,strong,25,54165,27165,,+3 hide armor,1260
"Giant-hide Armor, Fire Giant",strong transmutation,15,armor,"54,165 gp",25 lbs.,"This drooping, many-folded suit of +3 hide armor is made from the tanned skin of an actual giant. Once per day on command, the wearer can grow to match the size of the appropriate giant, as if using giant form I (ogre, hill giant, stone giant, fire giant, frost giant, or troll) or giant form II (cloud giant or storm giant). This transformation lasts up to 15 minutes, and ends when the wearer commands.  Most good folk consider wearing the skins of intelligent creatures to be abhorrent. Giants gain a +2 morale bonus on attack and damage rolls against the wearer, or +4 if the wearer's armor is made from the same kind of giant as the attacker.","Craft Magic Arms and Armor, giant form I","27,165 gp",Armor,Ultimate Equipment,strong,25,54165,27165,,+3 hide armor,1261
"Giant-hide Armor, Frost Giant",strong transmutation,15,armor,"54,165 gp",25 lbs.,"This drooping, many-folded suit of +3 hide armor is made from the tanned skin of an actual giant. Once per day on command, the wearer can grow to match the size of the appropriate giant, as if using giant form I (ogre, hill giant, stone giant, fire giant, frost giant, or troll) or giant form II (cloud giant or storm giant). This transformation lasts up to 15 minutes, and ends when the wearer commands.  Most good folk consider wearing the skins of intelligent creatures to be abhorrent. Giants gain a +2 morale bonus on attack and damage rolls against the wearer, or +4 if the wearer's armor is made from the same kind of giant as the attacker.","Craft Magic Arms and Armor, giant form I","27,165 gp",Armor,Ultimate Equipment,strong,25,54165,27165,,+3 hide armor,1262
"Giant-hide Armor, Troll",strong transmutation,15,armor,"59,165 gp",25 lbs.,"This drooping, many-folded suit of +3 hide armor is made from the tanned skin of an actual giant. Once per day on command, the wearer can grow to match the size of the appropriate giant, as if using giant form I (ogre, hill giant, stone giant, fire giant, frost giant, or troll) or giant form II (cloud giant or storm giant). This transformation lasts up to 15 minutes, and ends when the wearer commands.  Most good folk consider wearing the skins of intelligent creatures to be abhorrent. Giants gain a +2 morale bonus on attack and damage rolls against the wearer, or +4 if the wearer's armor is made from the same kind of giant as the attacker.","Craft Magic Arms and Armor, giant form I","29,665 gp",Armor,Ultimate Equipment,strong,25,59165,29665,,+3 hide armor,1263
"Giant-hide Armor, Cloud Giant",strong transmutation,15,armor,"69,165 gp",25 lbs.,"This drooping, many-folded suit of +3 hide armor is made from the tanned skin of an actual giant. Once per day on command, the wearer can grow to match the size of the appropriate giant, as if using giant form I (ogre, hill giant, stone giant, fire giant, frost giant, or troll) or giant form II (cloud giant or storm giant). This transformation lasts up to 15 minutes, and ends when the wearer commands.  Most good folk consider wearing the skins of intelligent creatures to be abhorrent. Giants gain a +2 morale bonus on attack and damage rolls against the wearer, or +4 if the wearer's armor is made from the same kind of giant as the attacker.","Craft Magic Arms and Armor, giant form II","34,665 gp",Armor,Ultimate Equipment,strong,25,69165,34665,,+3 hide armor,1264
"Giant-hide Armor, Storm Giant",strong transmutation,15,armor,"76,165 gp",25 lbs.,"This drooping, many-folded suit of +3 hide armor is made from the tanned skin of an actual giant. Once per day on command, the wearer can grow to match the size of the appropriate giant, as if using giant form I (ogre, hill giant, stone giant, fire giant, frost giant, or troll) or giant form II (cloud giant or storm giant). This transformation lasts up to 15 minutes, and ends when the wearer commands.  Most good folk consider wearing the skins of intelligent creatures to be abhorrent. Giants gain a +2 morale bonus on attack and damage rolls against the wearer, or +4 if the wearer's armor is made from the same kind of giant as the attacker.","Craft Magic Arms and Armor, giant form II","38,415 gp",Armor,Ultimate Equipment,strong,25,76165,38415,,+3 hide armor,1265
