Name,Aura,CL,Slot,Price,Weight,Description,Requirements,Cost,Group,Source,AuraStrength,WeightValue,PriceValue,CostValue,Languages,BaseItem,id
Boulder Bullet,moderate or strong transmutation,14,none,"1,966 gp",1/2 lb.,"A boulder bullet appears to be a magical sling bullet when held, but it is actually a shrunken piece of catapult ammunition. A boulder bullet expands rapidly when launched from a sling or sling staff, increasing in size and dealing greater base damage depending on the version used. This doesn't affect the bullet's range or any of the normal mechanics for using a sling bullet, though the boulder bullet is treated as siege weapon ammunition for the purposes of wind effects and similar penalties. Similarly, if a boulder bullet is launched and misses its target, roll 1d8 to determine the adjacent square in which it lands. Once it has   been thrown and has expanded, a boulder bullet loses its magic and remains boulder-sized thereafter.  Lesser Boulder Bullet (CL 10th): A lesser boulder bullet is a +1 sling bullet that expands to the size of light catapult ammunition, increasing its base damage to 4d6.  Boulder Bullet (CL 14th): A boulder bullet is a +2 sling bullet that expands to the size of standard catapult ammunition, increasing its base damage to 6d6.  Greater Boulder Bullet (CL 18th): A lesser boulder bullet is a +3 sling bullet that expands to the size of heavy catapult ammunition, increasing its base damage to 8d6.","Craft Magic Arms and Armor, shrink object",986 gp,Ammunition,Ranged Tactics Toolbox,strong,0.5,1966,986,,+2 sling bullet,3663
"Boulder Bullet, Greater",moderate or strong transmutation,18,none,"4,006 gp",1/2 lb.,"A boulder bullet appears to be a magical sling bullet when held, but it is actually a shrunken piece of catapult ammunition. A boulder bullet expands rapidly when launched from a sling or sling staff, increasing in size and dealing greater base damage depending on the version used. This doesn't affect the bullet's range or any of the normal mechanics for using a sling bullet, though the boulder bullet is treated as siege weapon ammunition for the purposes of wind effects and similar penalties. Similarly, if a boulder bullet is launched and misses its target, roll 1d8 to determine the adjacent square in which it lands. Once it has   been thrown and has expanded, a boulder bullet loses its magic and remains boulder-sized thereafter.  Lesser Boulder Bullet (CL 10th): A lesser boulder bullet is a +1 sling bullet that expands to the size of light catapult ammunition, increasing its base damage to 4d6.  Boulder Bullet (CL 14th): A boulder bullet is a +2 sling bullet that expands to the size of standard catapult ammunition, increasing its base damage to 6d6.  Greater Boulder Bullet (CL 18th): A lesser boulder bullet is a +3 sling bullet that expands to the size of heavy catapult ammunition, increasing its base damage to 8d6.","Craft Magic Arms and Armor, shrink object","2,006 gp",Ammunition,Ranged Tactics Toolbox,strong,0.5,4006,2006,,+3 sling bullet,3664
Dizzying Bullet,faint evocation,5,none,496 gp,1/2 lb.,"This +1 sling bullet makes a faint rattling noise when shaken. When it strikes a creature, the creature must succeed at a DC 13 Fortitude save or become stunned for 1 round.","Craft Magic Arms and Armor, sound burst",251 gp,Ammunition,Ranged Tactics Toolbox,faint,0.5,496,251,,+1 sling bullet,3665
Mute Dart,faint illusion,5,none,566 gp,-,"This ivory +1 blowgun dart emits a silence effect that envelops the space of the creature or object it strikes, up to a maximum radius of 20 feet. If a creature is struck, it can resist the silence with a successful DC 13 Will save.","Craft Magic Arms and Armor, silence",286 gp,Ammunition,Ranged Tactics Toolbox,faint,0,566,286,,+1 blowgun dart,3666
Phase Arrow,faint transmutation,5,none,916 gp,1/20 lb.,"When this translucent +2 arrow is fired, it becomes ethereal until it enters the target's space. A phase arrow ignores cover of all kinds, including total cover, and can be fired at a target even if the wielder doesn't have line of effect. However, if the wielder cannot see or otherwise pinpoint the target, she risks attacking the wrong space, and even if she attacks the right space, the target still has total concealment against the attack (granting a 50% miss chance).","Craft Magic Arms and Armor, blink",461 gp,Ammunition,Ranged Tactics Toolbox,faint,0.1,916,461,,+2 arrow,3667
Reporting Cartridge,faint divination,5,none,566 gp,-,"This +1 paper alchemical cartridge contains a bullet and is marked with a symbol of an ear. When fired from a firearm, a reporting cartridge allows the wielder to temporarily transfer her sense of hearing to the location where the bullet lands. Until she dismisses the effect by rubbing her ears as a move action, the wielder can hear as clairaudience from the square in which the bullet landed, regardless of whether it hit its mark.","Craft Magic Arms and Armor, clairaudience/clairvoyance",286 gp,Ammunition,Ranged Tactics Toolbox,faint,0,566,286,,+1 paper alchemical cartridge,3668
Scouting Cartridge,faint divination,5,none,566 gp,-,"This +1 paper alchemical cartridge is contains a bullet and is marked with an open eye. When fired from a firearm, a scouting cartridge allows the wielder to temporarily transfer his sense of sight to the location where the bullet lands. Until he dismisses the effect by rubbing his eyes as a move action, the wielder can see as clairvoyance from the square in which the bullet landed, regardless of whether it hit its mark.","Craft Magic Arms and Armor, clairaudience/clairvoyance",286 gp,Ammunition,Ranged Tactics Toolbox,faint,0,566,286,,+1 paper alchemical cartridge,3669
Splitting Bolt,faint evocation,5,none,346 gp,1/10 lb.,"When this +1 bolt hits a foe, it deals damage as normal and then splits in two, creating two smaller bolts. Each of these smaller bolts flies toward another target within 30 feet of the initial enemy struck. A single splitting bolt can thus strike up to three targets. The smaller bolts use the same attack roll result as the original splitting bolt and the same damage dice, though the damage for each bolt is rolled separately. Neither the attack roll nor the damage of the smaller bolts can be affected by any special abilities of the wielder or crossbow.","Craft Magic Arms and Armor, chain lightning",176 gp,Ammunition,Ranged Tactics Toolbox,faint,0.1,346,176,,+1 bolt,3670
Tenacious Atlatl Dart,moderate abjuration,7,none,"29,101 gp",2 lbs.,"This +1 returning atlatl dartUE is not destroyed when used as ammunition for an atlatl. Its returning special ability functions even if it is fired as ammunition. Like all atlatl darts, a tenacious atlatl dart can be thrown; if it is thrown, it is treated in all ways as a javelin. Two times per day, when the dart successfully strikes a foe who is benefiting from an abjuration spell or ability, the atlatl automatically attempts a dispel check against that effect, as dispel magic, before returning to the wielder as normal.","Craft Magic Arms and Armor, dispel magic, telekinesis","14,701 gp",Ammunition,Ranged Tactics Toolbox,moderate,2,29101,14701,,+1 returning atlatl dart,3671
Venomous Whisper Dart,faint enchantment,5,none,"1,466 gp",-,"The wielder of this gleaming purple +2 blowgun dart can whisper while loading the dart to imbue it with a suggestion. When the dart strikes a creature, the target must succeed at a DC 14 Will save or forget the sting of the dart and hear the words of the suggestion as if they were whispered in her ear.","Craft Magic Arms and Armor, modify memory, suggestion",736 gp,Ammunition,Ranged Tactics Toolbox,faint,0,1466,736,,+2 blowgun dart,3672
Vulnerability Bolt,faint necromancy,5,none,496 gp,1/10 lb.,"If poison is applied to this sickly yellow +1 bolt, any hit point damage, ability damage, or ability drain dealt by the poison increases by 1 each round for the poison's duration.","Craft Magic Arms and Armor, pernicious poisonUM",251 gp,Ammunition,Ranged Tactics Toolbox,faint,0.1,496,251,,+1 bolt,3673
Snakebiter Arrow,strong divination,12,none,306 gp,-,"This animated wood and metal snake squirms and hisses when handled, attempting to bite its holder just as a real snake might. To use the snakebiter arrow as a projectile, the bearer must first succeed at a DC 10 Handle Animal or wild empathy check to get the snake to shape itself into a +1 seeking arrow or a +1 seeking bolt (this is considered a trick known by the snake) for 1 minute. Failure means the snake attacks the bearer for 1 round, using the statistics of a Tiny viper familiar (Pathfinder RPG Bestiary 133). A target struck by the projectile must succeed at a saving throw or be affected by a powerful variant black adder venom (Fortitude DC 20). Normally, these items are carried in a pouch rather than a quiver to prevent them from getting loose.","Craft Magic Arms and Armor, animate objects, poison, true strike",156 gp,Ammunition,Monster Codex,strong,0,306,156,,+1 seeking arrow|+1 seeking bolt,3696
Stirge Dart,strong necromancy and transmutation,15,none,"4,501 gp",1/2 lb.,"When thrown, this +1 dart animates and attacks a single target as a dancing weapon for 4 rounds. When a stirge dart hits, instead of dealing normal damage, the dart drains blood from the target, dealing 1 point of Constitution damage. The dart falls to the ground harmlessly once it stops attacking. A stirge dart can be used only once before it loses all of its magical properties.","Craft Magic Arms and Armor, animate objects, bleed","2,251 gp",Ammunition,Dirty Tactics Toolbox,strong,0.5,4501,2251,,+1 dart,3933
Grave Marker Arrow,faint necromancy,5,none,307 gp,1/10 lb.,"This +1 arrow is crafted from human bone by agents of the Whispering Way. When it strikes a target, all mindless undead within 300 feet are compelled to attack the creature struck. This effect ignores the immunity to mind-affecting effects normally granted by the undead creature type. Undead under the control of another creature can be forced to ignore this command if their master succeeds at a DC 11 caster level check. Sentient undead are unaffected. The compulsion lasts for 1 minute, after which the undead revert to their normal behavior.","Craft Magic Arms and Armor, command undead",157 gp,Ammunition,Agents Of Evil,faint,0.1,307,157,,+1 arrow,4190
Sunlord's Feather,moderate transmutation,10,none,"1,100 gp",-,"Named after Sarenrae's herald, Sunlord Thalachos, this +1 flaming holy arrow has a platinum arrowhead and brilliant white fletching. When the arrow successfully strikes an evil-aligned creature, it explodes in a shower of golden sparks that summons a swarm of celestial doves (treat as a celestial bat swarm; Pathfinder RPG Bestiary 294, 30) that continues to attack the arrow's target for 10 rounds or until destroyed or dismissed. If the target is slain before the duration expires, the remaining doves fly off into the horizon.","Craft Magic Arms and Armor, flame strike, holy smite, summon swarm, creator must be good",550 gp,Ammunition,Inner Sea Temples,moderate,0,1100,550,,+1 flaming holy arrow,4513
Darkness Arrow,faint transmutation,3,none,80 gp,-,"This +1 arrow is as black as the darkest night and is fletched with sleek raven feathers. If the arrow strikes a foe, magical darkness infuses the creature's sight. The creature counts the light level as darkness for 1 round, regardless of the actual light level, and if the creature has darkvision, it must succeed at a DC 13 Fortitude saving throw or lose its darkvision for 1 round.","Craft Magic Arms and Armor, darkness",40 gp,Ammunition,Villain Codex,faint,0,80,40,,+1 arrow,4556
Vine Arrow,faint transmutation,3,none,80 gp,-,"This +1 arrow looks like a plant stem fletched with leaves instead of feathers. If it strikes a foe, vines grow from the creature's body. Any creature within 5 feet of the struck target, including the target, is entangled for 1 round unless it succeeds at a DC 13 Reflex save.","Craft Magic Arms and Armor, entangle",40 gp,Ammunition,Villain Codex,faint,0,80,40,,+1 arrow,4559
"Mage Shot, Acid",moderate evocation,6,none,178 gp,-,"When propelled from a firearm, this +1 alchemical paper cartridge changes the damage to acid damage. If the target takes acid damage from the cartridge, it takes an additional 2d4 points of acid damage for the next 2 rounds or until the acid is neutralized. This damage doesn't stack with multiple shots or with acid arrow.","Craft Magic Arms and Armor, acid arrow",98 gp,Ammunition,Villain Codex,moderate,0,178,98,,+1 alchemical paper cartridge,4569
"Mage Shot, Electricity",moderate evocation,6,none,178 gp,-,"When propelled from a firearm, this +1 alchemical paper cartridge changes the damage to electricity damage. If the target takes electricity damage from the cartridge, it must succeed at a DC 14 Fortitude saving throw or be dazed for 1 round.","Craft Magic Arms and Armor, lightning bolt",98 gp,Ammunition,Villain Codex,moderate,0,178,98,,+1 alchemical paper cartridge,4570
"Mage Shot, Fire",moderate evocation,6,none,178 gp,-,"When propelled from a firearm, this +1 alchemical paper cartridge changes the damage to electricity damage. If the target takes electricity damage from the cartridge, it must succeed at a DC 14 Fortitude saving throw or be dazed for 1 round.","Craft Magic Arms and Armor, scorching ray",98 gp,Ammunition,Villain Codex,moderate,0,178,98,,+1 alchemical paper cartridge,4571
"Mage Shot, Cold",moderate evocation,6,none,178 gp,-,"When propelled from a firearm, this +1 alchemical paper cartridge changes the damage to cold damage. If the target takes cold damage from the cartridge, it must succeed at a DC 14 Fortitude saving throw or be staggered for 1d4 rounds.","Craft Magic Arms and Armor, cone of cold",98 gp,Ammunition,Villain Codex,moderate,0,178,98,,+1 alchemical paper cartridge,4572
Mephit-Head Arrow,faint evocation,3,weapon,200 gp,4 lbs.,"The steel head of this masterwork arrow is sculpted to look like a leering mephit. If a mephit-head arrow hits, it sprays elemental energy in a 15-foot cone that must originate from the target creature (including the creature struck) and expand in the direction the arrow was fired. The damage dealt depends on the type of mephit-head arrow, as detailed below. A successful DC 13 Reflex save halves the cone's damage and negates any additional effect.  Air Mephit: A blast of wind-borne grit deals 1d8 points of slashing damage.  Dust or Salt Mephit: A spray of fine grit or coarse salt crystals deals 1d4 points of slashing damage and sickens targets in the cone for 3 rounds.  Earth Mephit: A shower of gravel deals 1d8 points of bludgeoning damage.  Fire or Magma Mephit: A cone of flames or spray of magma deals 1d8 points of fire damage.  Ice Mephit: Shards of ice deal 1d4 points of cold damage and sicken targets in the cone for 3 rounds.  Ooze Mephit: A wave of slime deals 1d4 points of acid damage and sickens targets in the cone for 3 rounds.  Steam Mephit: A plume of steam deals 1d4 points of fire damage and sickens targets in the cone for 3 rounds.  Water Mephit: A spray of acid deals 1d8 points of acid damage.","Craft Magic Arms and Armor, elemental touchAPG",100 gp,Ammunition,Planar Adventures,faint,4,200,100,,arrow,7937
Iomedae's Needle,strong divination and necromancy,18,weapon,"8,016 gp",10 lbs.,"This +1 light ballista bolt functions as a greater undead slaying arrow, except its enchantment is so potent that it deals 50 points of damage even if the saving throw is successful. If the wielder utters the name of his target as the bolt is fired, he gains the benefits of true strike on the attack roll.","Craft Magic Arms and Armor, true strike, undeath to death","4,016 gp",Ammunition,AP 141,strong,10,8016,4016,,+1 light ballista bolt,8018
Slaying Arrow greater,strong necromancy,13,none,"4,057 gp",1/10 lb.,"This +1 arrow is keyed to a particular type or subtype of creature. If it strikes such a creature, the target must make a DC 20 Fortitude save or take 50 points of damage. Note that even creatures normally exempt from Fortitude saves (undead and constructs) are subject to this attack. When keyed to a living creature, this is a death effect (and thus death ward protects a target). To determine the type or subtype of creature the arrow is keyed to, roll on the table below. A greater slaying arrow functions just like a normal slaying arrow, but the DC to avoid the death effect is 23 and the arrow deals 100 points of damage if the saving throw is failed. d% Designated Type or Subtype 01-05 Aberrations 06-09 Animals 10-16 Constructs 17-27 Dragons 28-32 Fey 33 Humanoids, aquatic 34-35 Humanoids, dwarf 36-37 Humanoids, elf 38-44 Humanoids, giant 45 Humanoids, gnoll 46 Humanoids, gnome 47-49 Humanoids, goblinoid 50 Humanoids, halfling 51-54 Humanoids, human 55-57 Humanoids, reptilian 58-60 Humanoids, orc 61-65 Magical beasts 66-70 Monstrous humanoids 71-72 Oozes 73 Outsiders, air 74-76 Outsiders, chaotic 77 Outsiders, earth 78-80 Outsiders, evil 81 Outsiders, fire 82-84 Outsiders, good 85-87 Outsiders, lawful 88 Outsiders, water 89-90 Plants 91-98 Undead 99-100 Vermin","Craft Magic Arms and Armor, heightened finger of death","2,032 gp",Ammunition,PFRPG Core,strong,0.1,4057,2032,,+1 arrow,571
Alchemist's Bullet,faint transmutation,3,none,330 gp,1/2 lb.,"This +1 sling bullet contains a magical reservoir that can store a single vial of any alchemical substance capable of being used as a splash weapon. If the alchemist bullet hits, the splash weapon also strikes the target and causes splash damage as normal. If the alchemist's bullet misses but is not destroyed, the alchemical substance remains stored within, and the bullet does not explode and can be reused. If it misses and is destroyed, the bullet is destroyed as well without effect.","Craft Magic Arms and Armor, shrink item",180 gp,Ammunition,Ultimate Equipment,faint,0.5,330,180,,+1 sling bullet,1304
"Burrowing Bullet, Lesser",moderate necromancy,3,none,"1,722 gp",-,"This +1 firearm bullet deals normal damage, but when it hits a living creature, it burrows into the creature's flesh, causing wracking pain until removed or until the bullet burrows its way out of the creature. While these bullets burrow, the creature is staggered. This effect lasts for 1d3 rounds or until the bullet is removed with a DC 15 Heal check made as a standard action. Greater burrowing bullets take longer to pass though the bodies of living creatures (the staggered effect lasts 1d3+2 rounds) and are harder to remove (DC 20 Heal check as a standard action).","Craft Magic Arms and Armor, symbol of pain",861 gp,Ammunition,Ultimate Equipment,moderate,0,1722,861,,+1 firearm bullet,1314
"Burrowing Bullet, Greater",moderate necromancy,3,none,"3,447 gp",-,"This +1 firearm bullet deals normal damage, but when it hits a living creature, it burrows into the creature's flesh, causing wracking pain until removed or until the bullet burrows its way out of the creature. While these bullets burrow, the creature is staggered. This effect lasts for 1d3 rounds or until the bullet is removed with a DC 15 Heal check made as a standard action. Greater burrowing bullets take longer to pass though the bodies of living creatures (the staggered effect lasts 1d3+2 rounds) and are harder to remove (DC 20 Heal check as a standard action).","Craft Magic Arms and Armor, symbol of  stunning","1,723 gp",Ammunition,Ultimate Equipment,moderate,0,3447,1723,,+1 firearm bullet,1315
Dustburst Bullet,faint conjuration,5,none,196 gp,1/2 lb.,This gritty and irregular +1 sling bullet explodes into a cloud of choking dust when it successfully strikes its target. This cloud fills a 5-foot cube and follows the target for 1d6 rounds before dispersing. Any creature ending its turn in the cloud must make a successful DC 13 Fortitude save or be sickened and blinded for 1 round.,"Craft Magic Arms and Armor, stinking cloud",98 gp,Ammunition,Ultimate Equipment,faint,0.5,196,98,,+1 sling bullet,1321
Hushing Arrow,faint illusion,5,none,547 gp,1/20 lb.,"This +1 arrow makes no sound on release or as it flies through the air. A creature struck by a hushing arrow must succeed at a DC 13 Will save or be affected by silence (as the spell) for 5 rounds. The silence effect is not triggered by arrows that miss or those that strike an inanimate object.  A greater hushing arrow functions just like a normal hushing arrow, except the target must succeed at a DC 16 Will save to avoid being silenced. Hushing bolts and greater hushing bolts can also be made; they share the same statistics as hushing arrows and greater hushing arrows, except they weigh 1/10 of a pound per bolt.","Craft Magic Arms and Armor,  silence",277 gp,Ammunition,Ultimate Equipment,faint,0,547,277,,+1 arrow,1338
"Hushing Arrow, Greater",faint illusion,5,none,"1,047 gp",1/20 lb.,"This +1 arrow makes no sound on release or as it flies through the air. A creature struck by a hushing arrow must succeed at a DC 13 Will save or be affected by silence (as the spell) for 5 rounds. The silence effect is not triggered by arrows that miss or those that strike an inanimate object.  A greater hushing arrow functions just like a normal hushing arrow, except the target must succeed at a DC 16 Will save to avoid being silenced. Hushing bolts and greater hushing bolts can also be made; they share the same statistics as hushing arrows and greater hushing arrows, except they weigh 1/10 of a pound per bolt.","Craft Magic Arms and Armor,  Heighten Spell, silence",527 gp,Ammunition,Ultimate Equipment,faint,0,1047,527,,+1 arrow,1339
