Name,Aura,CL,Slot,Price,Weight,Description,Requirements,Cost,Group,Source,AuraStrength,WeightValue,PriceValue,CostValue,Languages,BaseItem,id
Boots Of Dancing,strong enchantment,16,feet,,1 lb.,"These boots appear and initially function as one of the other kinds of magic boots. When the wearer is in (or fleeing from) melee combat, boots of dancing impede movement, making him behave as if irresistible dance had been cast upon him. Only a remove curse spell enables the wearer to be rid of the boots once their true nature is revealed.",,,Cursed,Ultimate Equipment,strong,1,0,0,,,2536
Bracers Of Defenselessness,strong conjuration,16,wrists,,1 lb.,"These bejeweled and shining bracers initially appear to be bracers of armor +5 and actually serve as such until the wearer is attacked in anger by an enemy with a Challenge Rating equal to or greater than her level. At that moment and thereafter, the bracers bestow a -5 penalty to AC. Once their curse is activated, bracers of defenselessness can be removed only by means of a remove curse spell.",,,Cursed,Ultimate Equipment,strong,1,0,0,,bracers of armor +5|bracers of armor -5,2537
Broom Of Animated Attack,moderate transmutation,10,none,,3 lbs.,"This item is indistinguishable from a normal broom. It is identical to a broom of flying by all tests short of attempted use.   If a creature attempts to fly using the broom, the broom does a loop-the-loop with its hopeful rider, dumping him on his head from 1d4+5 feet off the ground (no falling damage, since the fall is less than 10 feet). The broom then attacks the victim, swatting his face with the straw or twig end and beating him with the handle end. The broom gets two attacks per round with each end (two swats with the straw and two with the handle, for a total of four attacks per round). It attacks with a +5 bonus on each attack roll. The straw end causes a victim to be blinded for 1 round when it hits. The handle deals 1d6 points of damage when it hits. The broom has AC 13, CMD 17, 18 hit points, and hardness 4.",,,Cursed,Ultimate Equipment,moderate,3,0,0,,,2538
Buffoon's Sword,moderate divination,10,none,,2 lbs.,"This blade seems to be and behaves in all ways as a sword of subtlety until actually used in combat. Once used in combat, it imposes a -10 penalty on all Stealth checks made by its wielder. It also makes it nearly impossible for the owner to tell a lie or engage in any other sort of subterfuge. Each time he does so, he must make a DC 15 Will saving throw to avoid blurting out the truth or taking some other involuntary action that spoils his attempted ruse. Only curse-ending magic can rid the wielder of the sword once its curse activates.",,,Cursed,Ultimate Equipment,moderate,2,0,0,,,2539
Cape Of Anchoring,moderate abjuration,9,shoulders,,1 lb.,"This bright red and gold cape appears to be a cape of the mountebank. Once worn, however, it affects its wearer as if subject to a dimensional anchor spell. The cape can only be removed after its wearer is subject to a remove curse spell or similar effect.",,,Cursed,Ultimate Equipment,moderate,1,0,0,,,2540
Cannibal Ring,strong transmutation,16,ring,,-,"This simple and unadorned copper ring appears slightly tarnished, but seemingly wards off the effects of hunger or other sorts of deprivation; all tests reveal it to be a ring of sustenance. However, after wearing it for 7 days, its owner instead comes to suffer from almost constant hunger and thirst, which, if not sated, ultimately drives him mad enough to become a cannibal. The wearer must eat and drink a full day's worth of food and water each hour to avoid making a starvation or thirst check. Once the wearer starts to take lethal damage instead of nonlethal damage due to failed checks, he begins to experience ever more powerful cravings for the flesh of intelligent creatures (any living creature with an Intelligence of 3 or higher).   Once the wearer feasts in such a manner, he recovers all nonlethal damage sustained from hunger and thirst, though he continues to suffer lethal damage on failed starvation and thirst checks. The next time he is in a situation in which he could eat part of an intelligent being, he must make a DC 15 Will save or dine on the forbidden meat. If the wearer succumbs to this urge again, he recovers all lethal damage from failed starvation and thirst checks, and realizes cannibalism is the key to avoiding the increased hunger and thirst-on any day he eats at least one meal of flesh from an intelligent creature, he does not have to make hourly starvation and thirst checks, and recovers any accumulated damage from failing these checks. Once its curse activates, the ring cannot be removed until the curse is broken.",,,Cursed,Ultimate Equipment,strong,0,0,0,,,2541
Cloak Of Immolation,strong evocation,12,shoulders,,1 lb.,"This cloak appears to be a finely made garment that radiates protective magic. The cloak can be handled or examined without harm, but when it is put on, it immediately bursts into flames that burn continuously but do not harm the cloak, only its wearer. The cloak deals 1d6 points of fire damage each round and cannot be removed unless the curse is broken. Sufficient amounts of water or other smothering materials can douse the flames temporarily, but the cloak reignites when exposed to air again. Spells like resist energy, protection from energy, and similar effects can protect the wearer against the cloak's flames while they last.",,,Cursed,Ultimate Equipment,strong,1,0,0,,,2542
Crown Of Blindness,moderate illusion,10,headband,,1 lb.,"This fine silver circlet is often set with a milky moonstone. When a wearer places it on his head, the stone quickly goes dark like the waning moon, and the wearer must make a DC 14 Fortitude saving throw or immediately go blind. The saving throw must be made each round that the crown is worn until the wearer succumbs to the blindness. Removing the circlet requires breaking the curse. In addition to a remove curse spell or similar effect, remove blindness/deafness can be used to end the circlet's curse long enough to remove the item.",,,Cursed,Ultimate Equipment,moderate,1,0,0,,,2543
Crystal Hypnosis Ball,strong divination,17,none,,7 lbs.,"This cursed scrying device is at first glance indistinguishable from a normal crystal ball. However, anyone attempting to use the scrying device becomes fascinated for 1d6 minutes, and a telepathic suggestion is implanted in her mind (Will DC 19 negates).   The user of the device believes that she viewed the desired creature or scene through the ball, but she actually came under the influence of a powerful wizard, lich, or even some power or being from another plane. Each further use brings the crystal hypnosis ball's gazer deeper under the influence of the controller, either as a servant or a tool. Note that throughout this time, the user remains unaware of her subjugation.",,,Cursed,Ultimate Equipment,strong,7,0,0,,,2544
Cursed Backbiter Spear,moderate evocation,10,none,,3 lbs.,"This is a +2 shortspear, but each time it is used in melee against a foe and the attack roll is a natural 1, it damages its wielder instead of her intended target. When the curse takes effect, the spear curls around to strike its wielder in the back, automatically dealing the damage to the wielder. The curse even functions when the spear is hurled, and in such a case the damage to the hurler is doubled.",,,Cursed,Ultimate Equipment,moderate,3,0,0,,+2 shortspear,2545
Deadly Returns Throwing Axe,moderate evocation,8,none,,2 lbs.,"This weapon appears to be a +2 returning throwing axe. Instead of the normal returning ability, this axe only returns when the wielder misses her target. When it does return, it attacks the wielder. It uses the wielder's full base attack bonus with this attack. If it hits, it sticks in the wielder, and the wielder can pull out the axe with a swift action. If it misses the wielder, it falls to a random unoccupied square adjacent to the wielder and must be picked up as soon as possible. The wielder of the deadly returns throwing axe always uses it as her primary weapon until subject to a remove curse spell or similar effect.",,,Cursed,Ultimate Equipment,moderate,2,0,0,,+2 returning throwing axe,2546
Drums Of Lethargy,faint transmutation,5,none,,5 lbs.,"This set of kettle drums appears to be drums of haste. When a creature plays the drums, it affects all creatures (including the creature playing the drums) as though subject to a slow spell. A DC 14 Will save negates the effect. No Perform check is needed to create the slow effect.",,,Cursed,Ultimate Equipment,faint,5,0,0,,,2547
Dust Of Sneezing And Choking,moderate conjuration,7,none,,-,"This fine dust appears to be dust of appearance. If cast into the air, it causes those within a 20-foot spread to fall into fits of sneezing and coughing. Those who fail a DC 15 Fortitude save take 3d6 points of Constitution damage immediately. Those who succeed on this saving throw are nonetheless disabled by choking (treat as stunned) for 5d4 rounds.",,,Cursed,Ultimate Equipment,moderate,0,0,0,,,2548
Eyes Of Blindness,faint necromancy,5,eyes,,-,"These normal-looking glasses appear harmless and nondescript. When they are worn, the wearer becomes blinded as if subject to the blindness/deafness spell (no saving throw).",,,Cursed,Ultimate Equipment,faint,0,0,0,,,2549
Flask Of Curses,moderate conjuration,7,none,,2 lbs.,"This item looks like an ordinary beaker, bottle, container, decanter, flask, or jug. It may contain a liquid, or it may emit smoke. When the flask is first unstoppered, all creatures within 30 feet must make a DC 17 Will save or be cursed, taking a -2 penalty on attack rolls, saving throws, and skill checks until a remove curse spell is cast upon them.",,,Cursed,Ultimate Equipment,moderate,2,0,0,,,2550
Gauntlets Of Fumbling,moderate transmutation,7,hands,,2 lbs.,"These gauntlets perform according to their appearance until the wearer finds herself under attack or in a life-and-death situation. At that time, the curse is activated. The wearer becomes fumble-fingered, with a 50% chance each round of dropping anything held in either hand. The gauntlets also lower the wearer's Dexterity score by 2 points. Once the curse is activated, the gloves can be removed only by means of a remove curse spell, a wish, or a miracle.",,,Cursed,Ultimate Equipment,moderate,2,0,0,,,2551
Girdle Of Opposite Gender,moderate transmutation,10,belt,,1 lb.,"When this magical belt is put on, the wearer must immediately make a DC 20 Fortitude saving throw or be transformed into a person of the opposite gender. The character's abilities, mind, and spirit remain unaffected; only the character's sex changes. If the character's saving throw is a natural 1, the item actually removes all gender from the wearer, giving him an androgynous, neutered appearance. The change is permanent unless undone with curse-removing magic. Once its magic takes effect, the belt can be removed without effort. A creature can only be affected by a particular girdle once, though other girdles of this type can cause further transformations.",,,Cursed,Ultimate Equipment,moderate,1,0,0,,,2552
Gravesoul Armor,moderate enchantment,10,armor,,20 lbs.,"This armor behaves in all ways as if it were +1 undead controlling studded leather until its owner actually attempts to use its special property. At that point, the wearer and all living creatures within a 20-foot radius must succeed at a DC 15 Will saving throw to avoid believing that they are actually some sort of undead creature for the next 24 hours. The GM can either roll randomly (1d6; 1-3 zombies, 4-5 ghouls, 6 vampires) or choose which sorts of specific undead the affected creatures believe themselves to be. Creatures affected by the armor behave as normal for the sorts of undead they regard themselves as-""zombies"" mindlessly attack unassociated creatures near them, vampires attempt to bite victims on the neck, and so on-but gain none of the special abilities of that creature. The affected creatures react negatively to effects that harm ""their"" type of undead, so ""vampires"" avoid garlic, ""wraiths"" recoil from sunlight, and so on. The creatures continue to believe they are actually undead and ignore all evidence to the contrary. If attacked, they defend themselves, even if this requires using abilities they have but ""their"" type of undead normally lacks; for example, a barbarian who thinks she's a ghoul can still rage. Channel energy and other undead-affecting effects have no effect on creatures affected by gravesoul armor.  This is a mind-affecting, compulsion enchantment. The wearer of the armor can use this power up to three times per day, though it can only work on a particular creature once in any 24-hour period. Regardless of the curse, the armor is still +1 studded leather, and some characters may find it useful despite its (nonexistent) power over undead. Unlike most cursed items, this one is easily discarded without any magical assistance.",,,Cursed,Ultimate Equipment,moderate,20,0,0,,+1 studded leather,2553
Hat Of Hatreds,moderate illusion,10,head,,-,"This hat performs in all ways like a hat of disguise until its owner attempts to use it to disguise himself in the presence of a hostile creature. Once he does, the hat causes him to assume the guise of the creature or person the hostile creature most wants to harm. The hat never causes the wearer to assume the appearance of someone the viewer wouldn't harm if he had the opportunity (for example, the greatly feared leader of the local temple).   Once the hat reveals its true abilities, it no longer responds to attempts by its wearer to change his appearance. Instead, it automatically causes him to take on the guise of someone known to and despised by those viewing him, complete with supplementary illusions that make that wearer appear disoriented, injured, or weak. For example, in a goblin lair, the wearer might look like the tribe's chief, but sleepy and vulnerable. In a human town, the wearer may look like the hated local bully, drunk and staggering. In an evil town, the wearer looks like a confused visitor and appears to be an ideal target to victimize with some crime.   Curse-breaking magic is necessary to remove the hat.",,,Cursed,Ultimate Equipment,moderate,0,0,0,,,2554
Headband Of Stupidity,strong transmutation,8,headband,,1 lb.,"This headband appears to be a headband of vast intellect +4, but instead of granting a +4 bonus to Intelligence and bonuses to associated skills, the wearer take a -4 penalty to Intelligence and a further -2 penalty on all Knowledge checks. The wearer is not aware of the debilitating effects of the headband; even the stupidest statement or misguided insight seems intelligent to him while he is wearing it.",,,Cursed,Ultimate Equipment,strong,1,0,0,,,2555
Heavy Hammer,moderate transmutation,8,none,,20 lbs.,"This massive warhammer is even heavier than its size would normally warrant. A creature wielding the hammer takes a -2 penalty on attack rolls and a +4 bonus on damage rolls, as well as a -10 penalty to speed. Once picked up, this weapon must be used as the creature's primary weapon until subject to a successful remove curse spell.",,,Cursed,Ultimate Equipment,moderate,20,0,0,,warhammer,2556
Helm Of Opposite Alignment,strong transmutation,12,head,,3 lbs.,"When placed upon the head, this item's curse immediately takes effect (Will DC 15 negates). On a failed save, the alignment of the wearer is radically altered to an alignment as different as possible from the former alignment-good to evil, chaotic to lawful, neutral to some extreme commitment (LE, LG, CE, or CG). Alteration in alignment is mental as well as moral, and the individual changed by the magic thoroughly enjoys his new outlook. A character who succeeds on his save can continue to wear the helmet without suffering the effect of the curse, but if he takes it off and later puts it on again, another save is required.   Only a wish or a miracle can restore a character's former alignment, and the affected individual does not make any attempt to return to the former alignment. In fact, he views the prospect with horror and avoids it in any way possible. If a character of a class with an alignment requirement is affected, an atonement spell is needed as well if the curse is to be obliterated. When a helm of opposite alignment has functioned once, it loses its magical properties.",,,Cursed,Ultimate Equipment,strong,3,0,0,,,2557
Incense Of Obsession,moderate enchantment,6,none,,-,"These blocks of incense appear to be incense of meditation. If meditation is conducted while the incense of obsession are burning, the user becomes totally confident that her spell ability is superior due to the magic incense. She uses her spells at every opportunity, even when not needed or useless. The user remains obsessed with her abilities and spells until all have been used or cast, or until 24 hours have elapsed.",,,Cursed,Ultimate Equipment,moderate,0,0,0,,,2558
Mace Of Blood,moderate abjuration,8,none,,8 lbs.,"This +3 heavy mace must be coated in blood every day, or else its bonus fades away until the mace is coated again. The character using this mace must make a DC 13 Will save every day it is within her possession or become chaotic evil.",,,Cursed,Ultimate Equipment,moderate,8,0,0,,+3 heavy mace,2559
Mask Of Ugliness,moderate transmutation,8,head,,1 lb.,"This strange, featureless mask seems to have the powers of a headband of alluring charisma +4, but instead of granting a bonus to Charisma, the mask melds to the wearer's face, making him seem uglier and his words come off as crude and insulting. The wearer takes a -4 penalty to Bluff and Diplomacy checks but gains a +2 bonus to Intimidate checks.",,,Cursed,Ultimate Equipment,moderate,1,0,0,,,2560
Medallion Of Thought Projection,moderate divination,7,neck,,-,"This device seems like a medallion of thoughts, even down to the range at which it functions, except that the thoughts overheard are muffled and distorted, requiring a DC 15 Will save to sort them out. However, while the user thinks she is picking up the thoughts of others, all she is really hearing are figments created by the medallion itself. These illusory thoughts always seem plausible, and thus can seriously mislead any who rely upon them. What's worse, unknown to her, the cursed medallion actually broadcasts her thoughts to creatures in the path of the beam, thus alerting them to her presence.",,,Cursed,Ultimate Equipment,moderate,0,0,0,,,2561
Nearfiring Bow,moderate divination,6,none,,2 lbs.,"This bow appears to be a +2 distance shortbow, but its curse is that it suffers a -4 cumulative penalty for each range increment beyond the first. Furthermore, it takes an additional -4 penalty on critical confirmation rolls when firing beyond the first range increment. This bow must be used as its wielder's primary ranged weapon and can only be discarded after the owner is subject to a remove curse spell or similar effect.",,,Cursed,Ultimate Equipment,moderate,2,0,0,,-4 shortbow,2562
Necklace Of Strangulation,strong conjuration,18,neck,,-,"A necklace of strangulation appears to be a wondrous piece of magical jewelry. When placed on the neck, the necklace immediately tightens, dealing 6 points of damage per round. It cannot be removed by any means short of a limited wish, wish, or miracle, and remains clasped around the victim's throat even after his death. Only when he has decayed to a dry skeleton (after approximately 1 month) does the necklace loosen, ready for another victim.",,,Cursed,Ultimate Equipment,strong,0,0,0,,,2563
Net Of Snaring,moderate evocation,8,none,,1 lb.,"This net provides a +3 bonus on attack rolls but can only be used underwater. Underwater, it can be commanded to shoot forth up to 30 feet to trap a creature. If thrown on land, it changes course to target the creature that threw it.",,,Cursed,Ultimate Equipment,moderate,1,0,0,,,2564
Ornery Pistol,strong transmutation,12,none,,4 lbs.,"This pistol acts as a normal +2 pistol, but it has a strange aversion to talk of peace. Anytime the wielder or an ally within line of sight that the wielder can hear attempts to improve a creature's initial attitude with the Diplomacy skill, without spending an action, the pistol leaps into the wielder's hand and takes a single shot at the creature the wielder or ally is using Diplomacy against. If the wielder or ally is attempting to affect multiple creatures, the gun shoots a random member of the group. This occurs even if the pistol is unloaded, as the pistol's curse magically loads itself with a normal bullet and black powder when the action is taken.",,,Cursed,Ultimate Equipment,strong,4,0,0,,+2 pistol,2566
Pauldrons Of The Jackass,moderate transmutation,7,shoulders,,3 lbs.,"These steel pauldrons seem to be emblazoned with stampeding horses until they are worn, and then the horses change shape to that of dumfounded donkeys. The wearer of these pauldrons takes a -4 penalty to Dexterity and reduces all speeds by 10 feet. A successful remove curse spell is required before this item can be removed.",,,Cursed,Ultimate Equipment,moderate,3,0,0,,,2567
Periapt Of Foul Rotting,moderate abjuration,10,neck,,-,"This engraved gem appears to be of little value. If any character keeps the periapt in her possession for more than 24 hours, she contracts a terrible rotting affliction that permanently drains 1 point of Dexterity, Constitution, and Charisma every week. The periapt (and the affliction) can be removed only by application of a remove curse spell followed by a cure disease and then a heal, miracle, limited wish, or wish spell. The rotting can also be countered by crushing a periapt of health and sprinkling its dust upon the afflicted character (a full-round action), whereupon the periapt of foul rotting likewise crumbles to dust.",,,Cursed,Ultimate Equipment,moderate,0,0,0,,,2568
Petrifying Cloak,moderate transmutation,11,shoulders,,1 lb.,"This gray magical cloak seems to be a protective cloak, but when it is donned, the wearer must succeed at a DC 20 Fortitude save or be instantly petrified. If the initial saving throw succeeds, the creature wearing the cloak must make further checks at the start of each of its turns. On any failed saving throw the creature becomes petrified. A remove curse or stone to flesh transforms the wearer back, at least long enough for someone to take the cloak off the wearer.",,,Cursed,Ultimate Equipment,moderate,1,0,0,,,2569
Planar Invasion Shield,strong conjuration,17,shield,,15 lbs.,"This shield behaves in all ways as an absorbing shield until its owner attempts to use its disintegration power in combat. Once he does, it instead causes one or more monsters to pour forth from the shield and attack the nearest creature each round (including the shield-bearer) for 1d6 rounds before retreating by the safest possible route. If there is no such path for them to escape, the monsters fight to the death. To determine the nature and number of the monsters, roll 2d4 to determine the level of the summon monster spell and roll 1d3 to determine the number of creatures that appear. Monsters conjured by this shield remain until killed, act as normal for their kind, and are treated as summoned creatures with a permanent duration.   Once its curse activates, the shield calls forth monsters three times per day, approximately every 8 hours. If the monsters cannot emerge directly from the shield and survive (for example, because it's buried or underwater), they instead appear at the nearest safe location within 50 feet. Successful curse-breaking magic cast on the shield restores it to its previous guise as an absorbing shield and allows its wearer to abandon it.",,,Cursed,Ultimate Equipment,strong,15,0,0,,,2570
Poisonous Cloak,moderate transmutation,15,shoulders,,1 lb.,"This cloak is usually made of wool, although it can be made of leather. A detect poison spell can reveal the presence of poison in the cloak's fabric. The garment can be handled without harm, but as soon as it is actually donned, the wearer takes 4d6 points of Constitution damage unless she succeeds on a DC 28 Fortitude save.   Once donned, a poisonous cloak can be removed only with a remove curse spell; doing this destroys the magical property of the cloak. If a neutralize poison spell is then used, it is possible to revive a dead victim with a raise dead or resurrection spell.",,,Cursed,Ultimate Equipment,moderate,1,0,0,,,2571
Potion Of Poison,strong conjuration,12,none,,-,This potion has lost its beneficial abilities and become a potent poison. This poison deals 1d3 Constitution damage per round for 6 rounds. A poisoned creature can make a DC 14 Fortitude save each round to negate the damage and end the affliction.,,,Cursed,Ultimate Equipment,strong,0,0,0,,,2572
Ring Of Clumsiness,strong transmutation,15,ring,,-,"This ring operates exactly like a ring of feather falling. However, it also makes the wearer clumsy. She takes a -4 penalty to Dexterity and has a 20% chance of spell failure when trying to cast any arcane spell that has a somatic component. (This chance of spell failure stacks with other arcane spell failure chances.)",,,Cursed,Ultimate Equipment,strong,0,0,0,,,2573
Ring Of Lifebleed,moderate necromancy,10,ring,,-,"Before being worn, this ring appears to be a ring of regeneration. Once it is worn in combat, however, the true nature of the ring becomes apparent. Each time the wearer is hit with a melee or ranged weapon attack, he takes an additional 1d4 points of damage. This ring cannot be removed until the wearer dies or by way of a remove curse, wish, or miracle spell.",,,Cursed,Ultimate Equipment,moderate,0,0,0,,,2574
Ring Of Spell Devouring,strong abjuration,13,ring,,-,"This delicate ring appears to be a ring of spell storing or a ring of spell turning, but instead of aiding casting or counterspelling, the ring hinders such efforts. Each time the wearer casts an arcane spell, he suffers a 25% spell failure chance. Furthermore, the wearer of the ring takes a -4 penalty on Spellcraft checks to identify a spell when attempting to counterspell. The ring can only be removed by a remove curse spell or a similar effect.",,,Cursed,Ultimate Equipment,strong,0,0,0,,,2575
Ring Of Truth,moderate enchantment,9,ring,,-,"Deceptively pleasant-looking, a ring of truth bears images of childlike angels and broadly smiling divine creatures holding onto links of a heavy chain. The wearer of this cursed ring is rendered unable to tell a deliberate lie, in either speech or writing. The wearer may simply omit the truth or choose not to communicate, but even then must succeed at a DC 20 Will saving throw to avoid answering a direct question truthfully. The wearer cannot remove the ring unless the magic of the curse is negated.",,,Cursed,Ultimate Equipment,moderate,0,0,0,,,2576
Riot Pipes,moderate enchantment,10,none,,3 lbs.,"This simple musical instrument seems and behaves in all ways like any other kind of magical pipes until its owner plays it in an urban setting. Once he does, it requires all people within hearing range to make a DC 15 Will saving throw to avoid falling into a murderous fury. Those who fail their saves gain the effects of a rage spell for the next 1d6 hours and experience a strong compulsion (DC 15 Will save negates) to attack any stranger or disliked person whom they encounter during this time. If the owner spends more than 3 consecutive days in an urban setting, he must make a DC 15 Will saving throw each day to avoid playing the riot pipes at some point during each subsequent day. The pipes remain with the player until the curse is broken.",,,Cursed,Ultimate Equipment,moderate,3,0,0,,,2577
Robe Of Powerlessness,strong transmutation,13,body,,1 lb.,"A robe of powerlessness appears to be a magic robe of another sort. As soon as a character dons this garment, she takes a -10 penalty to Strength, as well as to Intelligence, Wisdom, or Charisma, forgetting spells and magic knowledge accordingly. If the character is a spellcaster, the robe targets the character's primary spellcasting score, otherwise it targets Intelligence. The robe can be removed easily, but in order to restore mind and body, the character must receive a remove curse spell followed by heal.",,,Cursed,Ultimate Equipment,strong,1,0,0,,,2578
Robe Of Vermin,strong abjuration,13,body,,1 lb.,"The wearer notices nothing unusual when the robe is donned, and it functions normally. However, as soon as he is in a situation requiring concentration and action against hostile opponents, the true nature of the garment is revealed: the wearer immediately suffers a multitude of bites from the insects that magically infest the garment. He must cease all other activities in order to scratch, shift the robe, and generally show signs of the extreme discomfort caused by the bites and movement of these pests.   The wearer takes a -5 penalty on initiative checks and a -2 penalty on all attack rolls, saves, and skill checks. If he tries to cast a spell, he must make a concentration check (DC 20 + spell level) or lose the spell.",,,Cursed,Ultimate Equipment,strong,1,0,0,,,2579
